position,name,cost,date,home team,home goals,away goals,away team,team,start minute,finish minute,minutes,goals,penalties,assists,goals+assists,yellow cards,red cards,clean sheets,points
Нп,Азмун,9.5,06.12.2019,Зенит,3,0,Динамо,Зенит,1,90,90,1,0,0,1,0,0,1,6
Нп,Азмун,9.5,29.02.2020,Зенит,0,0,Локомотив,Зенит,69,90,22,0,0,0,0,0,0,0,1
Нп,Азмун,9.5,09.03.2020,Зенит,0,0,Уфа,Зенит,46,90,45,0,0,0,0,0,0,0,1
Нп,Азмун,9.5,14.03.2020,Зенит,7,1,Урал,Зенит,1,90,90,3,0,1,4,0,0,0,17
Нп,Азмун,9.5,20.06.2020,ЦСКА,0,4,Зенит,Зенит,1,74,74,0,0,0,0,0,0,1,2
Нп,Азмун,9.5,26.06.2020,Зенит,2,1,Крылья Советов,Зенит,1,85,85,0,0,0,0,0,0,0,2
Нп,Азмун,9.5,01.07.2020,Тамбов,1,2,Зенит,Зенит,1,67,67,1,0,0,1,0,0,0,6
Нп,Азмун,9.5,05.07.2020,Краснодар,2,4,Зенит,Зенит,1,66,66,2,0,0,2,0,0,0,10
Нп,Азмун,9.5,08.07.2020,Зенит,2,1,Сочи,Зенит,65,90,26,1,0,0,1,0,0,0,5
Нп,Азмун,9.5,15.07.2020,Зенит,4,1,Оренбург,Зенит,1,90,90,2,0,2,4,0,0,0,16
Нп,Азмун,9.5,22.07.2020,Ростов,1,2,Зенит,Зенит,46,90,45,1,0,0,1,0,0,0,5
Вр,Дюпин,5.5,15.07.2019,Локомотив,1,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,21.07.2019,Динамо,0,1,Рубин,Рубин,1,90,90,0,0,0,0,1,0,1,5
Вр,Дюпин,5.5,29.07.2019,Рубин,1,0,Ахмат,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,04.08.2019,Рубин,0,1,ЦСКА,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,10.08.2019,Краснодар,1,0,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,18.08.2019,Рубин,1,0,Арсенал Тула,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,25.08.2019,Ростов,2,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,1
Вр,Дюпин,5.5,31.08.2019,Рубин,0,3,Сочи,Рубин,1,90,90,0,0,0,0,0,0,0,1
Вр,Дюпин,5.5,15.09.2019,Оренбург,2,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,1
Вр,Дюпин,5.5,21.09.2019,Зенит,5,0,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,0
Вр,Дюпин,5.5,29.09.2019,Рубин,0,0,Уфа,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,05.10.2019,Рубин,2,1,Тамбов,Рубин,1,90,90,0,0,0,0,1,0,0,1
Вр,Дюпин,5.5,19.10.2019,Спартак,0,0,Рубин,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,25.10.2019,Рубин,0,0,Урал,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,04.11.2019,Крылья Советов,0,0,Рубин,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,09.11.2019,Рубин,0,1,Динамо,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,23.11.2019,Рубин,1,2,Зенит,Рубин,1,90,90,0,0,0,0,0,0,0,1
Вр,Дюпин,5.5,30.11.2019,Ахмат,1,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,08.12.2019,Сочи,1,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,01.03.2020,Тамбов,0,0,Рубин,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,08.03.2020,Рубин,0,1,Крылья Советов,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,14.03.2020,Арсенал Тула,0,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,20.06.2020,Урал,1,2,Рубин,Рубин,1,90,90,0,0,0,0,1,0,0,1
Вр,Дюпин,5.5,27.06.2020,Рубин,0,2,Локомотив,Рубин,1,90,90,0,0,0,0,0,0,0,1
Вр,Дюпин,5.5,01.07.2020,Уфа,0,0,Рубин,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,05.07.2020,Рубин,1,0,Оренбург,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,09.07.2020,Рубин,1,0,Краснодар,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,12.07.2020,ЦСКА,1,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,2
Вр,Дюпин,5.5,16.07.2020,Рубин,0,0,Ростов,Рубин,1,90,90,0,0,0,0,0,0,1,6
Вр,Дюпин,5.5,22.07.2020,Рубин,1,2,Спартак,Рубин,1,90,90,0,0,0,0,0,0,0,1
Пз,Ал. Миранчук,8.5,15.07.2019,Локомотив,1,1,Рубин,Локомотив,1,90,90,1,0,0,1,0,0,0,7
Пз,Ал. Миранчук,8.5,21.07.2019,Локомотив,2,1,Тамбов,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Пз,Ал. Миранчук,8.5,28.07.2019,ЦСКА,1,0,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Пз,Ал. Миранчук,8.5,03.08.2019,Крылья Советов,1,2,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Пз,Ал. Миранчук,8.5,11.08.2019,Локомотив,4,0,Урал,Локомотив,1,85,85,1,0,1,2,0,0,1,11
Пз,Ал. Миранчук,8.5,18.08.2019,Динамо,1,2,Локомотив,Локомотив,1,90,90,1,1,0,1,0,0,0,7
Пз,Ал. Миранчук,8.5,24.08.2019,Краснодар,1,1,Локомотив,Локомотив,72,90,19,0,0,0,0,0,0,0,1
Пз,Ал. Миранчук,8.5,31.08.2019,Локомотив,1,2,Ростов,Локомотив,1,30,30,0,0,0,0,0,0,0,1
Пз,Ал. Миранчук,8.5,06.10.2019,Локомотив,2,1,Арсенал Тула,Локомотив,20,90,71,1,1,0,1,0,0,0,7
Пз,Ал. Миранчук,8.5,18.10.2019,Ахмат,0,2,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,3
Пз,Ал. Миранчук,8.5,27.10.2019,Локомотив,0,3,Спартак,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Пз,Ал. Миранчук,8.5,02.11.2019,Уфа,1,1,Локомотив,Локомотив,1,90,90,0,0,1,1,1,0,0,4
Пз,Ал. Миранчук,8.5,10.11.2019,Локомотив,1,1,Краснодар,Локомотив,1,90,90,0,0,1,1,0,0,0,5
Пз,Ал. Миранчук,8.5,22.11.2019,Тамбов,2,3,Локомотив,Локомотив,1,90,90,0,0,1,1,0,0,0,5
Пз,Ал. Миранчук,8.5,01.12.2019,Локомотив,1,2,Динамо,Локомотив,1,90,90,1,1,0,1,0,0,0,7
Пз,Ал. Миранчук,8.5,06.12.2019,Арсенал Тула,4,0,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Пз,Ал. Миранчук,8.5,29.02.2020,Зенит,0,0,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,3
Пз,Ал. Миранчук,8.5,08.03.2020,Локомотив,1,0,Ахмат,Локомотив,1,90,90,0,0,1,1,0,0,1,6
Пз,Ал. Миранчук,8.5,15.03.2020,Ростов,1,3,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Пз,Ал. Миранчук,8.5,21.06.2020,Локомотив,1,0,Оренбург,Локомотив,1,90,90,1,0,0,1,0,0,1,8
Пз,Ал. Миранчук,8.5,27.06.2020,Рубин,0,2,Локомотив,Локомотив,1,90,90,2,1,0,2,0,0,1,13
Пз,Ал. Миранчук,8.5,30.06.2020,Локомотив,1,1,Крылья Советов,Локомотив,1,90,90,1,0,0,1,0,0,0,7
Пз,Ал. Миранчук,8.5,04.07.2020,Локомотив,0,0,Сочи,Локомотив,1,90,90,0,0,0,0,0,0,1,3
Пз,Ал. Миранчук,8.5,08.07.2020,Спартак,1,1,Локомотив,Локомотив,1,90,90,1,1,0,1,0,0,0,7
Пз,Ал. Миранчук,8.5,12.07.2020,Локомотив,1,1,Уфа,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Пз,Ал. Миранчук,8.5,16.07.2020,Локомотив,2,1,ЦСКА,Локомотив,1,90,90,2,2,0,2,0,0,0,12
Пз,Ал. Миранчук,8.5,22.07.2020,Урал,0,1,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,3
Вр,Акинфеев,6.5,14.07.2019,Крылья Советов,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,20.07.2019,ЦСКА,2,1,Оренбург,ЦСКА,1,90,90,0,0,0,0,1,0,0,1
Вр,Акинфеев,6.5,28.07.2019,ЦСКА,1,0,Локомотив,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,04.08.2019,Рубин,0,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,11.08.2019,ЦСКА,0,0,Сочи,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,19.08.2019,Спартак,2,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,25.08.2019,ЦСКА,3,0,Ахмат,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,01.09.2019,Арсенал Тула,1,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,15.09.2019,Тамбов,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,22.09.2019,ЦСКА,3,2,Краснодар,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,29.09.2019,Урал,0,3,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,06.10.2019,ЦСКА,1,3,Ростов,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,20.10.2019,Уфа,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,27.10.2019,ЦСКА,0,1,Динамо,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,02.11.2019,Зенит,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,10.11.2019,Сочи,2,3,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,24.11.2019,ЦСКА,1,0,Крылья Советов,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,02.12.2019,ЦСКА,0,1,Арсенал Тула,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,07.12.2019,Краснодар,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,29.02.2020,ЦСКА,1,1,Урал,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,09.03.2020,Ростов,3,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,15.03.2020,ЦСКА,0,0,Уфа,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,20.06.2020,ЦСКА,0,4,Зенит,ЦСКА,1,90,90,0,0,0,0,0,0,0,0
Вр,Акинфеев,6.5,27.06.2020,Динамо,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,30.06.2020,ЦСКА,2,0,Спартак,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,04.07.2020,Ахмат,0,4,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,08.07.2020,Оренбург,0,4,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,12.07.2020,ЦСКА,1,1,Рубин,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,16.07.2020,Локомотив,2,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,1,0,0,0
Вр,Акинфеев,6.5,22.07.2020,ЦСКА,2,0,Тамбов,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,27.07.2019,Уфа,2,1,Крылья Советов,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,04.08.2019,Сочи,0,0,Уфа,Уфа,1,90,90,0,0,0,0,1,0,1,5
Вр,Беленов,6,11.08.2019,Арсенал Тула,1,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,18.08.2019,Уфа,2,0,Ростов,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,24.08.2019,Уфа,1,0,Зенит,Уфа,1,90,90,0,0,0,0,1,0,1,5
Вр,Беленов,6,31.08.2019,Уфа,1,2,Оренбург,Уфа,1,90,90,0,0,0,0,0,0,0,1
Вр,Беленов,6,16.09.2019,Динамо,0,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,20.09.2019,Уфа,1,0,Спартак,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,29.09.2019,Рубин,0,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,05.10.2019,Уфа,0,1,Ахмат,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,20.10.2019,Уфа,1,1,ЦСКА,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,26.10.2019,Тамбов,3,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,0,1
Вр,Беленов,6,02.11.2019,Уфа,1,1,Локомотив,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,10.11.2019,Оренбург,0,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,24.11.2019,Уфа,1,1,Сочи,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,30.11.2019,Крылья Советов,0,1,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,07.12.2019,Ахмат,0,1,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,01.03.2020,Краснодар,2,0,Уфа,Уфа,1,90,90,0,0,0,0,1,0,0,0
Вр,Беленов,6,09.03.2020,Зенит,0,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,15.03.2020,ЦСКА,0,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,21.06.2020,Уфа,2,1,Тамбов,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,27.06.2020,Спартак,0,0,Уфа,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,01.07.2020,Уфа,0,0,Рубин,Уфа,1,90,90,0,0,0,0,0,0,1,6
Вр,Беленов,6,05.07.2020,Уфа,1,1,Урал,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,08.07.2020,Ростов,1,2,Уфа,Уфа,1,90,90,0,0,0,0,0,0,0,2
Вр,Беленов,6,12.07.2020,Локомотив,1,1,Уфа,Уфа,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,7,14.07.2019,Крылья Советов,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,7,20.07.2019,ЦСКА,2,1,Оренбург,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,7,28.07.2019,ЦСКА,1,0,Локомотив,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,7,04.08.2019,Рубин,0,1,ЦСКА,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Зщ,Фернандес,7,11.08.2019,ЦСКА,0,0,Сочи,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,7,19.08.2019,Спартак,2,1,ЦСКА,ЦСКА,1,90,90,1,0,0,1,0,0,0,7
Зщ,Фернандес,7,25.08.2019,ЦСКА,3,0,Ахмат,ЦСКА,1,90,90,1,0,0,1,0,0,1,12
Зщ,Фернандес,7,01.09.2019,Арсенал Тула,1,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,7,15.09.2019,Тамбов,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,7,22.09.2019,ЦСКА,3,2,Краснодар,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,7,29.09.2019,Урал,0,3,ЦСКА,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Зщ,Фернандес,7,06.10.2019,ЦСКА,1,3,Ростов,ЦСКА,1,90,90,0,0,0,0,1,0,0,0
Зщ,Фернандес,7,20.10.2019,Уфа,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,7,27.10.2019,ЦСКА,0,1,Динамо,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,7,02.11.2019,Зенит,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,1,0,0,1
Зщ,Фернандес,7,10.11.2019,Сочи,2,3,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,7,24.11.2019,ЦСКА,1,0,Крылья Советов,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
