position,name,cost,date,home team,home goals,away goals,away team,team,start minute,finish minute,minutes,goals,penalties,assists,goals+assists,yellow cards,red cards,clean sheets,points
Пз,Классон,8.5,29.07.2018,Рубин,2,1,Краснодар,Краснодар,63,90,28,0,0,0,0,0,0,0,1
Пз,Классон,8.5,04.08.2018,Урал,1,2,Краснодар,Краснодар,1,81,81,1,0,0,1,0,0,0,7
Пз,Классон,8.5,13.08.2018,Уфа,0,1,Краснодар,Краснодар,1,90,90,0,0,0,0,0,0,1,3
Пз,Классон,8.5,18.08.2018,Краснодар,0,1,Спартак,Краснодар,1,71,71,0,0,0,0,0,0,0,2
Пз,Классон,8.5,26.08.2018,Оренбург,1,1,Краснодар,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Классон,8.5,01.09.2018,Краснодар,2,1,Локомотив,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Классон,8.5,16.09.2018,Анжи,0,4,Краснодар,Краснодар,1,90,90,1,0,1,2,0,0,1,11
Пз,Классон,8.5,24.09.2018,Крылья Советов,0,3,Краснодар,Краснодар,1,90,90,0,0,0,0,0,0,1,3
Пз,Классон,8.5,30.09.2018,Краснодар,3,0,Динамо,Краснодар,1,73,73,2,0,0,2,0,0,1,13
Пз,Классон,8.5,07.10.2018,Зенит,2,1,Краснодар,Краснодар,1,90,90,0,0,0,0,1,0,0,1
Пз,Классон,8.5,21.10.2018,Краснодар,0,1,Ахмат,Краснодар,1,72,72,0,0,0,0,0,0,0,2
Пз,Классон,8.5,28.10.2018,ЦСКА,1,2,Краснодар,Краснодар,1,90,90,1,0,0,1,0,0,0,7
Пз,Классон,8.5,04.11.2018,Краснодар,2,2,Ростов,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Классон,8.5,11.11.2018,Краснодар,3,0,Енисей,Краснодар,1,90,90,1,0,1,2,0,0,1,11
Пз,Классон,8.5,02.12.2018,Краснодар,2,0,Урал,Краснодар,1,90,90,0,0,1,1,1,0,1,5
Пз,Классон,8.5,09.12.2018,Краснодар,1,1,Уфа,Краснодар,1,82,82,0,0,0,0,0,0,0,2
Пз,Классон,8.5,03.03.2019,Спартак,1,1,Краснодар,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Классон,8.5,11.03.2019,Краснодар,2,2,Оренбург,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Классон,8.5,17.03.2019,Локомотив,1,0,Краснодар,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Классон,8.5,31.03.2019,Краснодар,5,0,Анжи,Краснодар,1,72,72,1,1,1,2,0,0,1,11
Пз,Классон,8.5,06.04.2019,Краснодар,1,0,Крылья Советов,Краснодар,1,90,90,1,1,0,1,0,0,1,8
Пз,Классон,8.5,14.04.2019,Динамо,1,1,Краснодар,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Классон,8.5,20.04.2019,Краснодар,2,3,Зенит,Краснодар,1,90,90,0,0,1,1,0,0,0,5
Пз,Классон,8.5,24.04.2019,Ахмат,1,1,Краснодар,Краснодар,1,90,90,1,1,0,1,0,0,0,7
Пз,Классон,8.5,28.04.2019,Краснодар,2,0,ЦСКА,Краснодар,1,90,90,0,0,0,0,0,0,1,3
Пз,Классон,8.5,05.05.2019,Ростов,1,1,Краснодар,Краснодар,1,90,90,1,1,0,1,0,0,0,7
Пз,Классон,8.5,11.05.2019,Енисей,0,4,Краснодар,Краснодар,1,90,90,1,0,0,1,0,0,1,8
Пз,Классон,8.5,19.05.2019,Арсенал Тула,0,3,Краснодар,Краснодар,1,90,90,0,0,1,1,0,0,1,6
Пз,Классон,8.5,26.05.2019,Краснодар,1,0,Рубин,Краснодар,1,90,90,1,0,0,1,0,0,1,8
Вр,Акинфеев,6.5,31.07.2018,Крылья Советов,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,05.08.2018,ЦСКА,0,1,Ростов,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,11.08.2018,Енисей,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,18.08.2018,ЦСКА,3,0,Арсенал Тула,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,25.08.2018,Рубин,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,01.09.2018,ЦСКА,4,0,Урал,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,15.09.2018,Уфа,0,3,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,23.09.2018,ЦСКА,1,1,Спартак,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,28.09.2018,Оренбург,0,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,07.10.2018,ЦСКА,0,1,Локомотив,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,19.10.2018,Анжи,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,28.10.2018,ЦСКА,1,2,Краснодар,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,03.11.2018,Динамо,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,11.11.2018,ЦСКА,2,0,Зенит,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,23.11.2018,Ахмат,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,02.12.2018,Ростов,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,08.12.2018,ЦСКА,2,1,Енисей,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,02.03.2019,Арсенал Тула,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,09.03.2019,ЦСКА,3,0,Рубин,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,16.03.2019,Урал,0,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,31.03.2019,ЦСКА,2,2,Уфа,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,06.04.2019,Спартак,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,13.04.2019,ЦСКА,2,3,Оренбург,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,20.04.2019,Локомотив,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Вр,Акинфеев,6.5,24.04.2019,ЦСКА,2,0,Анжи,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,28.04.2019,Краснодар,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,05.05.2019,ЦСКА,2,2,Динамо,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,12.05.2019,Зенит,3,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Вр,Акинфеев,6.5,18.05.2019,ЦСКА,1,0,Ахмат,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Вр,Акинфеев,6.5,26.05.2019,ЦСКА,6,0,Крылья Советов,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Нп,Чалов,7.5,31.07.2018,Крылья Советов,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,2
Нп,Чалов,7.5,05.08.2018,ЦСКА,0,1,Ростов,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,11.08.2018,Енисей,1,1,ЦСКА,ЦСКА,1,83,83,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,18.08.2018,ЦСКА,3,0,Арсенал Тула,ЦСКА,30,90,61,1,0,0,1,0,0,1,6
Нп,Чалов,7.5,25.08.2018,Рубин,1,1,ЦСКА,ЦСКА,62,90,29,1,0,0,1,0,0,0,5
Нп,Чалов,7.5,01.09.2018,ЦСКА,4,0,Урал,ЦСКА,1,90,90,3,0,0,3,0,0,1,14
Нп,Чалов,7.5,15.09.2018,Уфа,0,3,ЦСКА,ЦСКА,1,90,90,1,0,1,2,0,0,1,9
Нп,Чалов,7.5,23.09.2018,ЦСКА,1,1,Спартак,ЦСКА,1,78,78,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,28.09.2018,Оренбург,0,1,ЦСКА,ЦСКА,1,83,83,1,1,0,1,0,0,1,6
Нп,Чалов,7.5,07.10.2018,ЦСКА,0,1,Локомотив,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,19.10.2018,Анжи,0,2,ЦСКА,ЦСКА,1,73,73,1,0,0,1,0,0,1,6
Нп,Чалов,7.5,28.10.2018,ЦСКА,1,2,Краснодар,ЦСКА,1,63,63,0,0,1,1,0,0,0,5
Нп,Чалов,7.5,03.11.2018,Динамо,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,1,0,1,1
Нп,Чалов,7.5,11.11.2018,ЦСКА,2,0,Зенит,ЦСКА,1,90,90,1,0,1,2,0,0,1,9
Нп,Чалов,7.5,23.11.2018,Ахмат,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,2
Нп,Чалов,7.5,02.12.2018,Ростов,0,0,ЦСКА,ЦСКА,57,90,34,0,0,0,0,0,0,0,1
Нп,Чалов,7.5,08.12.2018,ЦСКА,2,1,Енисей,ЦСКА,1,90,90,0,0,1,1,0,0,0,5
Нп,Чалов,7.5,02.03.2019,Арсенал Тула,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,09.03.2019,ЦСКА,3,0,Рубин,ЦСКА,1,85,85,1,0,1,2,0,0,1,9
Нп,Чалов,7.5,16.03.2019,Урал,0,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,2
Нп,Чалов,7.5,31.03.2019,ЦСКА,2,2,Уфа,ЦСКА,1,90,90,1,0,1,2,0,0,0,9
Нп,Чалов,7.5,06.04.2019,Спартак,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,2
Нп,Чалов,7.5,13.04.2019,ЦСКА,2,3,Оренбург,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,20.04.2019,Локомотив,1,1,ЦСКА,ЦСКА,1,90,90,1,0,0,1,0,0,0,6
Нп,Чалов,7.5,24.04.2019,ЦСКА,2,0,Анжи,ЦСКА,1,84,84,0,0,1,1,0,0,1,5
Нп,Чалов,7.5,28.04.2019,Краснодар,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,05.05.2019,ЦСКА,2,2,Динамо,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,12.05.2019,Зенит,3,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Нп,Чалов,7.5,18.05.2019,ЦСКА,1,0,Ахмат,ЦСКА,1,90,90,1,1,0,1,0,0,1,6
Нп,Чалов,7.5,26.05.2019,ЦСКА,6,0,Крылья Советов,ЦСКА,1,90,90,2,0,0,2,0,0,1,10
Зщ,Фернандес,6.5,31.07.2018,Крылья Советов,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,05.08.2018,ЦСКА,0,1,Ростов,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,6.5,11.08.2018,Енисей,1,1,ЦСКА,ЦСКА,1,90,90,0,0,1,1,0,0,0,5
Зщ,Фернандес,6.5,18.08.2018,ЦСКА,3,0,Арсенал Тула,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,25.08.2018,Рубин,1,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,6.5,01.09.2018,ЦСКА,4,0,Урал,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Зщ,Фернандес,6.5,15.09.2018,Уфа,0,3,ЦСКА,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Зщ,Фернандес,6.5,23.09.2018,ЦСКА,1,1,Спартак,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,6.5,28.09.2018,Оренбург,0,1,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,07.10.2018,ЦСКА,0,1,Локомотив,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,6.5,19.10.2018,Анжи,0,2,ЦСКА,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Зщ,Фернандес,6.5,28.10.2018,ЦСКА,1,2,Краснодар,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,6.5,03.11.2018,Динамо,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,23.11.2018,Ахмат,0,2,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,02.12.2018,Ростов,0,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,08.12.2018,ЦСКА,2,1,Енисей,ЦСКА,1,90,90,0,0,0,0,0,0,0,2
Зщ,Фернандес,6.5,02.03.2019,Арсенал Тула,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,6.5,09.03.2019,ЦСКА,3,0,Рубин,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Зщ,Фернандес,6.5,16.03.2019,Урал,0,1,ЦСКА,ЦСКА,1,90,90,1,0,0,1,0,0,1,12
Зщ,Фернандес,6.5,31.03.2019,ЦСКА,2,2,Уфа,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,6.5,06.04.2019,Спартак,0,2,ЦСКА,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Зщ,Фернандес,6.5,13.04.2019,ЦСКА,2,3,Оренбург,ЦСКА,1,25,25,0,0,0,0,0,1,0,-3
Зщ,Фернандес,6.5,24.04.2019,ЦСКА,2,0,Анжи,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,28.04.2019,Краснодар,2,0,ЦСКА,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,6.5,05.05.2019,ЦСКА,2,2,Динамо,ЦСКА,1,90,90,0,0,0,0,0,0,0,1
Зщ,Фернандес,6.5,12.05.2019,Зенит,3,1,ЦСКА,ЦСКА,1,90,90,0,0,1,1,0,0,0,4
Зщ,Фернандес,6.5,18.05.2019,ЦСКА,1,0,Ахмат,ЦСКА,1,90,90,0,0,0,0,0,0,1,6
Зщ,Фернандес,6.5,26.05.2019,ЦСКА,6,0,Крылья Советов,ЦСКА,1,90,90,0,0,1,1,0,0,1,9
Вр,Гильерме,6.5,30.07.2018,Уфа,0,0,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,04.08.2018,Локомотив,0,0,Спартак,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,12.08.2018,Оренбург,1,0,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,19.08.2018,Крылья Советов,0,1,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,26.08.2018,Локомотив,2,1,Анжи,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,01.09.2018,Краснодар,2,1,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,1
Вр,Гильерме,6.5,14.09.2018,Локомотив,1,1,Динамо,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,23.09.2018,Зенит,5,3,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,0
Вр,Гильерме,6.5,29.09.2018,Локомотив,2,0,Ахмат,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,07.10.2018,ЦСКА,0,1,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,19.10.2018,Локомотив,2,1,Ростов,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,28.10.2018,Енисей,0,3,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,03.11.2018,Локомотив,3,1,Арсенал Тула,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,11.11.2018,Рубин,0,0,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,23.11.2018,Локомотив,1,2,Урал,Локомотив,1,90,90,0,0,0,0,0,0,0,1
Вр,Гильерме,6.5,02.12.2018,Спартак,2,1,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,1
Вр,Гильерме,6.5,08.12.2018,Локомотив,2,1,Оренбург,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,02.03.2019,Локомотив,2,2,Крылья Советов,Локомотив,1,90,90,0,0,0,0,1,0,0,0
Вр,Гильерме,6.5,10.03.2019,Анжи,0,2,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,17.03.2019,Локомотив,1,0,Краснодар,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,30.03.2019,Динамо,0,1,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,07.04.2019,Локомотив,1,1,Зенит,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,13.04.2019,Ахмат,1,3,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,20.04.2019,Локомотив,1,1,ЦСКА,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,24.04.2019,Ростов,1,2,Локомотив,Локомотив,1,90,90,0,0,0,0,1,0,0,1
Вр,Гильерме,6.5,28.04.2019,Локомотив,2,1,Енисей,Локомотив,1,90,90,0,0,0,0,0,0,0,2
Вр,Гильерме,6.5,04.05.2019,Арсенал Тула,2,0,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,1
Вр,Гильерме,6.5,10.05.2019,Локомотив,4,0,Рубин,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Вр,Гильерме,6.5,19.05.2019,Урал,2,2,Локомотив,Локомотив,1,90,90,0,0,0,0,0,0,0,1
Вр,Гильерме,6.5,26.05.2019,Локомотив,1,0,Уфа,Локомотив,1,90,90,0,0,0,0,0,0,1,6
Нп,Дзюба,8.5,29.07.2018,Енисей,0,2,Зенит,Зенит,1,89,89,1,0,0,1,0,0,1,6
Нп,Дзюба,8.5,04.08.2018,Зенит,1,0,Арсенал Тула,Зенит,1,90,90,0,0,0,0,0,0,1,2
Нп,Дзюба,8.5,13.08.2018,Рубин,0,1,Зенит,Зенит,1,83,83,0,0,0,0,0,0,1,2
Нп,Дзюба,8.5,19.08.2018,Зенит,4,1,Урал,Зенит,1,84,84,1,0,0,1,0,0,0,6
Нп,Дзюба,8.5,26.08.2018,Уфа,0,2,Зенит,Зенит,1,84,84,1,0,0,1,0,0,1,6
Нп,Дзюба,8.5,02.09.2018,Зенит,0,0,Спартак,Зенит,1,90,90,0,0,0,0,0,0,1,2
Нп,Дзюба,8.5,16.09.2018,Оренбург,1,2,Зенит,Зенит,1,90,90,0,0,1,1,0,0,0,5
Нп,Дзюба,8.5,23.09.2018,Зенит,5,3,Локомотив,Зенит,1,90,90,1,0,0,1,0,0,0,6
Нп,Дзюба,8.5,30.09.2018,Анжи,2,1,Зенит,Зенит,1,90,90,0,0,0,0,0,0,0,2
Нп,Дзюба,8.5,07.10.2018,Зенит,2,1,Краснодар,Зенит,1,89,89,1,0,0,1,0,0,0,6
Нп,Дзюба,8.5,21.10.2018,Динамо,1,0,Зенит,Зенит,1,90,90,0,0,0,0,0,0,0,2
Нп,Дзюба,8.5,29.10.2018,Крылья Советов,0,1,Зенит,Зенит,1,90,90,0,0,1,1,0,0,1,5
Нп,Дзюба,8.5,04.11.2018,Зенит,1,0,Ахмат,Зенит,1,90,90,0,0,0,0,0,0,1,2
Нп,Дзюба,8.5,11.11.2018,ЦСКА,2,0,Зенит,Зенит,1,74,74,0,0,0,0,0,0,0,2
Нп,Дзюба,8.5,25.11.2018,Зенит,2,0,Ростов,Зенит,1,90,90,0,0,0,0,0,0,1,2
Нп,Дзюба,8.5,03.12.2018,Арсенал Тула,4,2,Зенит,Зенит,1,90,90,0,0,0,0,1,0,0,1
Нп,Дзюба,8.5,02.03.2019,Урал,0,1,Зенит,Зенит,1,73,73,0,0,0,0,0,0,1,2
Нп,Дзюба,8.5,10.03.2019,Зенит,2,1,Уфа,Зенит,1,78,78,0,0,1,1,0,0,0,5
Нп,Дзюба,8.5,17.03.2019,Спартак,1,1,Зенит,Зенит,1,90,90,0,0,0,0,0,0,0,2
Нп,Дзюба,8.5,31.03.2019,Зенит,3,1,Оренбург,Зенит,1,89,89,0,0,0,0,0,0,0,2
Нп,Дзюба,8.5,07.04.2019,Локомотив,1,1,Зенит,Зенит,1,90,90,0,0,0,0,0,0,0,2
Нп,Дзюба,8.5,14.04.2019,Зенит,5,0,Анжи,Зенит,1,86,86,0,0,0,0,0,0,1,2
Нп,Дзюба,8.5,20.04.2019,Краснодар,2,3,Зенит,Зенит,1,90,90,2,0,0,2,0,0,0,10
Нп,Дзюба,8.5,24.04.2019,Зенит,2,0,Динамо,Зенит,1,90,90,1,0,1,2,0,0,1,9
Нп,Дзюба,8.5,28.04.2019,Зенит,4,2,Крылья Советов,Зенит,1,90,90,0,0,3,3,0,0,0,11
Нп,Дзюба,8.5,12.05.2019,Зенит,3,1,ЦСКА,Зенит,1,90,90,0,0,3,3,1,0,0,10
Нп,Дзюба,8.5,26.05.2019,Зенит,4,1,Енисей,Зенит,1,90,90,0,0,1,1,0,0,0,5
Нп,Азмун,7.5,29.07.2018,Рубин,2,1,Краснодар,Рубин,1,72,72,2,0,0,2,0,0,0,10
Нп,Азмун,7.5,03.08.2018,Динамо,1,1,Рубин,Рубин,1,19,19,0,0,0,0,0,0,0,1
Нп,Азмун,7.5,13.08.2018,Рубин,0,1,Зенит,Рубин,1,90,90,0,0,0,0,0,0,0,2
Нп,Азмун,7.5,18.08.2018,Ахмат,1,1,Рубин,Рубин,1,90,90,0,0,1,1,0,0,0,5
Нп,Азмун,7.5,25.08.2018,Рубин,1,1,ЦСКА,Рубин,1,90,90,0,0,0,0,1,0,0,1
Нп,Азмун,7.5,31.08.2018,Ростов,1,1,Рубин,Рубин,1,85,85,0,0,0,0,1,0,0,1
Нп,Азмун,7.5,15.09.2018,Рубин,1,0,Енисей,Рубин,1,79,79,0,0,1,1,0,0,1,5
Нп,Азмун,7.5,22.09.2018,Арсенал Тула,2,2,Рубин,Рубин,1,90,90,0,0,1,1,0,0,0,5
Нп,Азмун,7.5,01.10.2018,Рубин,2,1,Крылья Советов,Рубин,1,90,90,1,0,1,2,0,0,0,9
Нп,Азмун,7.5,06.10.2018,Рубин,1,0,Урал,Рубин,1,90,90,1,0,0,1,1,0,1,5
Нп,Азмун,7.5,20.10.2018,Уфа,0,0,Рубин,Рубин,1,90,90,0,0,0,0,0,0,1,2
Нп,Азмун,7.5,11.11.2018,Рубин,0,0,Локомотив,Рубин,1,90,90,0,0,0,0,0,0,1,2
Нп,Азмун,7.5,24.11.2018,Анжи,1,1,Рубин,Рубин,1,90,90,0,0,0,0,0,0,0,2
Нп,Азмун,7.5,30.11.2018,Рубин,1,1,Динамо,Рубин,1,84,84,0,0,0,0,1,0,0,1
Нп,Азмун,7.5,02.03.2019,Урал,0,1,Зенит,Зенит,1,90,90,1,0,0,1,0,0,1,6
Нп,Азмун,7.5,10.03.2019,Зенит,2,1,Уфа,Зенит,1,90,90,1,0,0,1,0,0,0,6
Нп,Азмун,7.5,17.03.2019,Спартак,1,1,Зенит,Зенит,1,74,74,0,0,0,0,1,0,0,1
Нп,Азмун,7.5,31.03.2019,Зенит,3,1,Оренбург,Зенит,1,90,90,2,0,0,2,0,0,0,10
Нп,Азмун,7.5,07.04.2019,Локомотив,1,1,Зенит,Зенит,1,90,90,0,0,0,0,0,0,0,2
Нп,Азмун,7.5,14.04.2019,Зенит,5,0,Анжи,Зенит,1,90,90,1,0,1,2,0,0,1,9
Нп,Азмун,7.5,20.04.2019,Краснодар,2,3,Зенит,Зенит,1,90,90,0,0,0,0,1,0,0,1
Нп,Азмун,7.5,24.04.2019,Зенит,2,0,Динамо,Зенит,1,76,76,1,0,0,1,0,0,1,6
Нп,Азмун,7.5,28.04.2019,Зенит,4,2,Крылья Советов,Зенит,1,90,90,2,0,0,2,0,0,0,10
Нп,Азмун,7.5,04.05.2019,Ахмат,1,1,Зенит,Зенит,1,90,90,0,0,0,0,0,0,0,2
Нп,Азмун,7.5,12.05.2019,Зенит,3,1,ЦСКА,Зенит,1,61,61,0,0,0,0,0,0,0,2
Нп,Азмун,7.5,26.05.2019,Зенит,4,1,Енисей,Зенит,1,90,90,1,1,1,2,0,0,0,9
Пз,Вандерсон Соуза,7,29.07.2018,Рубин,2,1,Краснодар,Краснодар,1,64,64,0,0,0,0,0,0,0,2
Пз,Вандерсон Соуза,7,04.08.2018,Урал,1,2,Краснодар,Краснодар,73,90,18,0,0,0,0,0,0,0,1
Пз,Вандерсон Соуза,7,13.08.2018,Уфа,0,1,Краснодар,Краснодар,46,90,45,1,0,0,1,0,0,0,6
Пз,Вандерсон Соуза,7,18.08.2018,Краснодар,0,1,Спартак,Краснодар,1,83,83,0,0,0,0,0,0,0,2
Пз,Вандерсон Соуза,7,26.08.2018,Оренбург,1,1,Краснодар,Краснодар,1,63,63,0,0,0,0,0,0,0,2
Пз,Вандерсон Соуза,7,01.09.2018,Краснодар,2,1,Локомотив,Краснодар,1,77,77,1,0,0,1,1,0,0,6
Пз,Вандерсон Соуза,7,16.09.2018,Анжи,0,4,Краснодар,Краснодар,1,71,71,1,0,0,1,0,0,1,8
Пз,Вандерсон Соуза,7,24.09.2018,Крылья Советов,0,3,Краснодар,Краснодар,1,75,75,0,0,0,0,0,0,1,3
Пз,Вандерсон Соуза,7,30.09.2018,Краснодар,3,0,Динамо,Краснодар,1,67,67,0,0,1,1,0,0,1,6
Пз,Вандерсон Соуза,7,07.10.2018,Зенит,2,1,Краснодар,Краснодар,1,72,72,0,0,0,0,0,0,0,2
Пз,Вандерсон Соуза,7,21.10.2018,Краснодар,0,1,Ахмат,Краснодар,1,90,90,0,0,0,0,0,0,0,2
Пз,Вандерсон Соуза,7,28.10.2018,ЦСКА,1,2,Краснодар,Краснодар,46,90,45,0,0,0,0,0,0,0,1
Пз,Вандерсон Соуза,7,04.11.2018,Краснодар,2,2,Ростов,Краснодар,1,87,87,0,0,1,1,0,0,0,5
Пз,Вандерсон Соуза,7,11.11.2018,Краснодар,3,0,Енисей,Краснодар,1,78,78,0,0,0,0,0,0,1,3
